CD,FI3312A,FI3312B,TI3302A
5.796,28.830,31.032,89.522
5.796,28.958,30.965,89.522
5.795,29.030,31.045,89.554
5.795,28.960,30.882,89.532
5.795,28.991,31.044,89.542
5.796,28.956,30.874,89.539
5.794,28.797,31.009,89.515
5.795,29.082,31.263,89.525
5.794,28.717,30.884,89.520
5.796,29.005,31.038,89.521
5.796,28.820,31.030,89.530
5.796,28.842,31.092,89.524
5.797,28.984,30.945,89.563
5.797,29.020,30.912,89.540
5.798,28.990,30.824,89.562
5.797,28.968,31.169,89.527
5.797,29.017,31.076,89.540
5.798,29.041,31.118,89.526
5.796,28.986,31.345,89.551
5.799,28.928,31.053,89.527
5.799,28.894,30.887,89.495
5.798,28.890,31.113,89.506
5.798,28.903,30.909,89.517
5.797,29.086,31.000,89.526
5.797,28.866,31.091,89.515
5.796,29.002,30.659,89.472
5.797,28.945,30.971,89.581
5.796,29.057,31.100,89.569
5.796,28.979,30.909,89.584
5.796,29.033,31.330,89.573
5.797,28.939,30.924,89.569
5.796,28.908,30.880,89.590
2.453,13.023,30.619,85.748
2.740,13.010,30.624,84.984
3.064,14.612,29.819,86.890
3.062,15.142,30.441,86.341
3.062,15.165,30.755,86.503
3.062,15.157,30.509,86.642
3.063,15.133,30.705,86.585
3.063,13.870,30.384,86.732
3.063,13.886,31.343,86.855
3.063,13.883,31.426,86.924
3.063,13.806,30.937,86.692
3.062,13.843,31.400,86.862
3.061,13.856,31.386,87.035
6.010,28.701,31.910,89.295
6.011,28.842,31.651,89.250
6.012,28.721,31.800,89.299
6.012,28.979,31.675,89.258
6.011,28.815,31.726,89.267
6.011,28.999,31.874,89.288
6.012,29.420,31.554,89.337
6.012,29.693,31.334,89.315
6.011,28.782,31.475,88.962
3.063,16.168,30.859,85.880
3.063,16.209,31.153,86.035
3.064,16.250,31.126,86.073
3.065,16.310,31.222,86.089
3.065,16.249,31.200,86.045
3.063,16.250,31.337,86.053
3.064,16.249,31.092,86.094
3.065,16.228,31.301,86.127
3.063,16.853,31.415,86.052
3.676,18.569,29.078,86.702
2.452,14.575,30.558,84.899
2.451,14.465,30.583,84.155
2.452,14.433,30.639,84.032
6.011,28.704,31.416,88.783
6.011,28.774,31.002,89.198
6.012,28.581,31.011,89.257
6.012,28.798,31.096,89.328
6.012,28.348,31.175,89.259
