DOL,CD,FI3312A,TI3302A
160.042,5.795,28.960,89.532
160.083,5.795,28.991,89.542
160.125,5.796,28.956,89.539
160.167,5.794,28.797,89.515
160.208,5.795,29.082,89.525
160.250,5.794,28.717,89.520
160.292,5.796,29.005,89.521
160.375,5.796,28.820,89.530
160.417,5.796,28.842,89.524
160.458,5.797,28.984,89.563
160.500,5.797,29.020,89.540
160.542,5.798,28.990,89.562
160.583,5.797,28.968,89.527
160.625,5.797,29.017,89.540
160.667,5.798,29.041,89.526
160.708,5.796,28.986,89.551
160.750,5.799,28.928,89.527
160.792,5.799,28.894,89.495
160.833,5.798,28.890,89.506
160.875,5.798,28.903,89.517
160.958,5.797,29.086,89.526
161.000,5.797,28.866,89.515
161.042,5.796,29.002,89.472
161.083,5.797,28.945,89.581
161.125,5.796,29.057,89.569
161.167,5.796,28.979,89.584
161.208,5.796,29.033,89.573
161.250,5.797,28.939,89.569
161.292,5.796,28.908,89.590
161.375,2.453,13.023,85.748
161.417,2.740,13.010,84.984
161.458,3.064,14.612,86.890
161.500,3.062,15.142,86.341
161.542,3.062,15.165,86.503
161.583,3.062,15.157,86.642
161.625,3.063,15.133,86.585
161.667,3.063,13.870,86.732
161.708,3.063,13.886,86.855
161.750,3.063,13.883,86.924
161.792,3.063,13.806,86.692
161.833,3.062,13.843,86.862
161.875,3.061,13.856,87.035
161.958,6.010,28.701,89.295
162.000,6.011,28.842,89.250
162.042,6.012,28.721,89.299
162.083,6.012,28.979,89.258
162.125,6.011,28.815,89.267
162.167,6.011,28.999,89.288
162.208,6.012,29.420,89.337
162.250,6.012,29.693,89.315
162.292,6.011,28.782,88.962
162.375,3.063,16.168,85.880
162.417,3.063,16.209,86.035
162.458,3.064,16.250,86.073
162.500,3.065,16.310,86.089
162.542,3.065,16.249,86.045
162.583,3.063,16.250,86.053
162.625,3.064,16.249,86.094
162.667,3.065,16.228,86.127
162.708,3.063,16.853,86.052
162.750,3.676,18.569,86.702
162.792,2.452,14.575,84.899
162.833,2.451,14.465,84.155
162.875,2.452,14.433,84.032
162.958,6.011,28.704,88.783
163.000,6.011,28.774,89.198
163.042,6.012,28.581,89.257
163.083,6.012,28.798,89.328
163.125,6.012,28.348,89.259
