DOL,CD,FI3312A,FI3312B,TI3302A,TI3302B
280.375,4.874,24.920,30.411,85.719,84.574
280.417,4.874,24.582,30.367,85.766,84.620
280.458,4.875,25.024,30.389,85.814,84.681
280.500,4.569,24.067,30.559,85.367,84.249
280.542,4.569,23.575,30.584,84.858,83.779
280.583,4.570,23.835,30.734,84.739,83.645
280.625,4.570,23.376,30.726,84.776,83.714
280.667,4.570,23.447,30.533,84.824,83.787
280.708,4.571,23.520,30.647,84.809,83.733
280.750,4.570,23.245,30.601,84.816,83.621
280.792,4.569,23.041,30.291,84.817,83.564
280.833,4.569,23.259,30.216,84.851,83.667
280.875,4.568,23.019,30.271,84.850,83.633
280.958,4.568,23.214,30.146,84.790,83.604
281.000,4.566,23.248,30.330,84.751,83.593
281.042,4.566,22.942,30.155,84.738,83.576
281.083,4.566,22.933,30.331,84.734,83.589
281.125,4.566,23.079,30.217,84.784,83.570
281.167,4.566,23.326,30.202,84.789,83.619
281.208,4.565,23.159,30.115,84.757,83.515
281.250,4.565,22.885,30.317,84.718,83.592
281.292,4.565,23.364,30.211,84.717,83.582
281.375,2.757,13.556,29.685,83.097,82.444
281.417,2.757,13.596,29.623,82.652,82.083
281.458,2.758,13.599,29.695,82.594,82.001
281.500,2.758,13.637,29.837,82.649,82.085
281.542,2.759,13.693,29.863,82.715,82.163
281.583,2.760,13.690,29.937,82.761,82.134
281.625,2.759,13.718,29.945,82.703,82.120
281.667,2.760,13.790,29.768,82.632,82.034
281.708,2.759,13.678,29.849,82.626,81.950
281.750,2.759,13.700,29.677,82.658,82.010
281.792,2.759,13.643,29.793,82.615,81.999
281.833,2.758,13.606,29.665,82.591,81.971
281.875,2.759,13.574,29.473,82.563,81.966
281.958,5.950,29.438,30.387,86.520,85.135
282.000,5.948,29.555,30.150,86.768,85.418
282.042,5.950,28.783,30.257,86.810,85.373
282.083,5.949,29.237,30.334,86.818,85.430
282.125,5.950,29.480,30.408,86.832,85.394
282.167,5.951,29.398,30.217,86.843,85.394
282.208,5.950,28.607,30.074,86.859,85.366
282.250,5.950,29.391,30.166,86.822,85.341
282.292,5.949,29.438,30.335,86.778,85.271
282.375,2.758,14.593,30.354,84.055,83.363
282.417,2.758,14.682,30.567,82.754,82.089
282.458,2.759,14.814,30.559,82.610,82.019
282.500,2.759,14.836,30.512,82.595,82.062
282.542,2.760,14.860,30.737,82.583,82.018
282.583,2.760,14.823,30.577,82.528,81.883
282.625,2.759,14.800,30.655,82.399,81.769
